@RELATION birds
@attribute audio-ssd1 numeric
@attribute audio-ssd2 numeric
@attribute audio-ssd3 numeric
@attribute audio-ssd4 numeric
@attribute audio-ssd5 numeric
@attribute audio-ssd6 numeric
@attribute audio-ssd7 numeric
@attribute audio-ssd8 numeric
@attribute audio-ssd9 numeric
@attribute audio-ssd10 numeric
@attribute audio-ssd11 numeric
@attribute audio-ssd12 numeric
@attribute audio-ssd13 numeric
@attribute audio-ssd14 numeric
@attribute audio-ssd15 numeric
@attribute audio-ssd16 numeric
@attribute audio-ssd17 numeric
@attribute audio-ssd18 numeric
@attribute audio-ssd19 numeric
@attribute audio-ssd20 numeric
@attribute audio-ssd21 numeric
@attribute audio-ssd22 numeric
@attribute audio-ssd25 numeric
@attribute audio-ssd26 numeric
@attribute audio-ssd27 numeric
@attribute audio-ssd28 numeric
@attribute audio-ssd29 numeric
@attribute audio-ssd30 numeric
@attribute audio-ssd31 numeric
@attribute audio-ssd32 numeric
@attribute audio-ssd33 numeric
@attribute audio-ssd34 numeric
@attribute audio-ssd35 numeric
@attribute audio-ssd36 numeric
@attribute audio-ssd37 numeric
@attribute audio-ssd38 numeric
@attribute audio-ssd39 numeric
@attribute audio-ssd40 numeric
@attribute audio-ssd41 numeric
@attribute audio-ssd42 numeric
@attribute audio-ssd43 numeric
@attribute audio-ssd44 numeric
@attribute audio-ssd45 numeric
@attribute audio-ssd46 numeric
@attribute audio-ssd49 numeric
@attribute audio-ssd50 numeric
@attribute audio-ssd51 numeric
@attribute audio-ssd52 numeric
@attribute audio-ssd53 numeric
@attribute audio-ssd54 numeric
@attribute audio-ssd55 numeric
@attribute audio-ssd56 numeric
@attribute audio-ssd57 numeric
@attribute audio-ssd58 numeric
@attribute audio-ssd59 numeric
@attribute audio-ssd60 numeric
@attribute audio-ssd61 numeric
@attribute audio-ssd62 numeric
@attribute audio-ssd63 numeric
@attribute audio-ssd64 numeric
@attribute audio-ssd65 numeric
@attribute audio-ssd66 numeric
@attribute audio-ssd67 numeric
@attribute audio-ssd68 numeric
@attribute audio-ssd69 numeric
@attribute audio-ssd70 numeric
@attribute audio-ssd73 numeric
@attribute audio-ssd74 numeric
@attribute audio-ssd75 numeric
@attribute audio-ssd76 numeric
@attribute audio-ssd77 numeric
@attribute audio-ssd78 numeric
@attribute audio-ssd79 numeric
@attribute audio-ssd80 numeric
@attribute audio-ssd81 numeric
@attribute audio-ssd82 numeric
@attribute audio-ssd83 numeric
@attribute audio-ssd84 numeric
@attribute audio-ssd85 numeric
@attribute audio-ssd86 numeric
@attribute audio-ssd87 numeric
@attribute audio-ssd88 numeric
@attribute audio-ssd89 numeric
@attribute audio-ssd90 numeric
@attribute audio-ssd91 numeric
@attribute audio-ssd92 numeric
@attribute audio-ssd93 numeric
@attribute audio-ssd94 numeric
@attribute audio-ssd97 numeric
@attribute audio-ssd98 numeric
@attribute audio-ssd99 numeric
@attribute audio-ssd100 numeric
@attribute audio-ssd101 numeric
@attribute audio-ssd102 numeric
@attribute audio-ssd103 numeric
@attribute audio-ssd104 numeric
@attribute audio-ssd105 numeric
@attribute audio-ssd106 numeric
@attribute audio-ssd107 numeric
@attribute audio-ssd108 numeric
@attribute audio-ssd109 numeric
@attribute audio-ssd110 numeric
@attribute audio-ssd111 numeric
@attribute audio-ssd112 numeric
@attribute audio-ssd113 numeric
@attribute audio-ssd114 numeric
@attribute audio-ssd115 numeric
@attribute audio-ssd116 numeric
@attribute audio-ssd117 numeric
@attribute audio-ssd118 numeric
@attribute audio-ssd121 numeric
@attribute audio-ssd122 numeric
@attribute audio-ssd123 numeric
@attribute audio-ssd124 numeric
@attribute audio-ssd125 numeric
@attribute audio-ssd126 numeric
@attribute audio-ssd127 numeric
@attribute audio-ssd128 numeric
@attribute audio-ssd129 numeric
@attribute audio-ssd130 numeric
@attribute audio-ssd131 numeric
@attribute audio-ssd132 numeric
@attribute audio-ssd133 numeric
@attribute audio-ssd134 numeric
@attribute audio-ssd135 numeric
@attribute audio-ssd136 numeric
@attribute audio-ssd137 numeric
@attribute audio-ssd138 numeric
@attribute audio-ssd139 numeric
@attribute audio-ssd140 numeric
@attribute audio-ssd141 numeric
@attribute audio-ssd145 numeric
@attribute audio-ssd146 numeric
@attribute audio-ssd147 numeric
@attribute audio-ssd148 numeric
@attribute audio-ssd149 numeric
@attribute audio-ssd150 numeric
@attribute audio-ssd151 numeric
@attribute audio-ssd152 numeric
@attribute audio-ssd153 numeric
@attribute audio-ssd154 numeric
@attribute audio-ssd155 numeric
@attribute audio-ssd156 numeric
@attribute audio-ssd157 numeric
@attribute audio-ssd158 numeric
@attribute audio-ssd159 numeric
@attribute audio-ssd160 numeric
@attribute audio-ssd161 numeric
@attribute audio-ssd162 numeric
@attribute audio-ssd163 numeric
@attribute audio-ssd164 numeric
@attribute audio-ssd165 numeric
@attribute audio-ssd166 numeric
@attribute cluster1 numeric
@attribute cluster2 numeric
@attribute cluster3 numeric
@attribute cluster4 numeric
@attribute cluster5 numeric
@attribute cluster6 numeric
@attribute cluster7 numeric
@attribute cluster8 numeric
@attribute cluster9 numeric
@attribute cluster10 numeric
@attribute cluster11 numeric
@attribute cluster12 numeric
@attribute cluster13 numeric
@attribute cluster14 numeric
@attribute cluster15 numeric
@attribute cluster16 numeric
@attribute cluster17 numeric
@attribute cluster18 numeric
@attribute cluster19 numeric
@attribute cluster20 numeric
@attribute cluster21 numeric
@attribute cluster22 numeric
@attribute cluster23 numeric
@attribute cluster24 numeric
@attribute cluster25 numeric
@attribute cluster26 numeric
@attribute cluster27 numeric
@attribute cluster28 numeric
@attribute cluster29 numeric
@attribute cluster30 numeric
@attribute cluster31 numeric
@attribute cluster32 numeric
@attribute cluster33 numeric
@attribute cluster34 numeric
@attribute cluster35 numeric
@attribute cluster36 numeric
@attribute cluster37 numeric
@attribute cluster38 numeric
@attribute cluster39 numeric
@attribute cluster40 numeric
@attribute cluster41 numeric
@attribute cluster42 numeric
@attribute cluster43 numeric
@attribute cluster44 numeric
@attribute cluster45 numeric
@attribute cluster46 numeric
@attribute cluster47 numeric
@attribute cluster48 numeric
@attribute cluster49 numeric
@attribute cluster50 numeric
@attribute cluster51 numeric
@attribute cluster52 numeric
@attribute cluster53 numeric
@attribute cluster54 numeric
@attribute cluster55 numeric
@attribute cluster56 numeric
@attribute cluster57 numeric
@attribute cluster59 numeric
@attribute cluster60 numeric
@attribute cluster61 numeric
@attribute cluster62 numeric
@attribute cluster63 numeric
@attribute cluster64 numeric
@attribute cluster65 numeric
@attribute cluster66 numeric
@attribute cluster67 numeric
@attribute cluster68 numeric
@attribute cluster69 numeric
@attribute cluster70 numeric
@attribute cluster71 numeric
@attribute cluster72 numeric
@attribute cluster73 numeric
@attribute cluster74 numeric
@attribute cluster75 numeric
@attribute cluster76 numeric
@attribute cluster78 numeric
@attribute cluster79 numeric
@attribute cluster80 numeric
@attribute cluster81 numeric
@attribute cluster82 numeric
@attribute cluster83 numeric
@attribute cluster84 numeric
@attribute cluster85 numeric
@attribute cluster86 numeric
@attribute cluster87 numeric
@attribute cluster88 numeric
@attribute cluster89 numeric
@attribute cluster90 numeric
@attribute cluster91 numeric
@attribute cluster92 numeric
@attribute cluster93 numeric
@attribute cluster94 numeric
@attribute cluster95 numeric
@attribute cluster96 numeric
@attribute cluster97 numeric
@attribute cluster98 numeric
@attribute cluster99 numeric
@attribute cluster100 numeric
@attribute segments numeric
@attribute mean_rect_width numeric
@attribute std_rect_width numeric
@attribute mean_rect_height numeric
@attribute std_rect_height numeric
@attribute mean_rect_volume numeric
@attribute std_rect_volume numeric
@attribute hasSegments {0,1}
@attribute location {2,10,1,7,5,4,17,15,16,8,13,11}
@attribute Brown-Creeper {0,1}
@attribute Pacific-Wren {0,1}
@attribute Pacific-slope-Flycatcher {0,1}
@attribute Red-breasted-Nuthatch {0,1}
@attribute Dark-eyed-Junco {0,1}
@attribute Olive-sided-Flycatcher {0,1}
@attribute Hermit-Thrush {0,1}
@attribute Chestnut-backed-Chickadee {0,1}
@attribute Varied-Thrush {0,1}
@attribute Hermit-Warbler {0,1}
@attribute Swainsons-Thrush {0,1}
@attribute Hammonds-Flycatcher {0,1}
@attribute Western-Tanager {0,1}
@attribute Black-headed-Grosbeak {0,1}
@attribute Golden-Crowned-Kinglet {0,1}
@attribute Warbling-Vireo {0,1}
@attribute MacGillivrays-Warbler {0,1}
@attribute Stellars-Jay {0,1}
@attribute Common-Nighthawk {0,1}
@data
0.016521,0.039926,?,0.134119,0.17047,0.176872,?,0.182392,0.162482,0.159083,?,0.163366,?,0.219787,?,0.339206,0.327098,0.264581,0.173363,0.131426,?,?,0.000493,0.001114,0.003419,0.004479,0.004231,0.004013,?,?,?,?,?,0.001777,0.002338,0.00203,0.003741,?,0.006852,?,0.004881,0.007083,0.000882,0,2.308749,1.014434,?,0.408886,0.098221,0.342906,0.126788,?,0.278479,0.287766,0.218301,0.176082,0.333759,0.152115,?,1.13245,1.902739,3.326479,?,3.95142,?,5.682184,9.713605,3.930282,3.247887,2.837303,?,3.221315,?,?,2.714734,2.85724,2.830635,2.592976,2.680784,2.828034,4.945618,5.600281,8.175547,22.800224,25.057998,21.697919,?,43.197922,0.007432,0.032145,?,0.130152,?,0.171518,0.170598,0.181163,0.158112,?,0.162825,0.160644,0.167468,0.218676,0.268811,0.331482,0.310581,?,0.158295,0.109198,0.062309,0.001066,0.001066,0.001066,0.001066,0.001066,?,0.016621,?,?,0.026449,0.043723,0.032476,0.049041,0.06486,0.091541,0.118215,0.150661,0.182972,?,0.092213,?,?,0.150834,0.184636,0.317143,0.363116,0.353298,0.406231,0.352334,0.341117,0.314597,0.292551,0.294683,0.288468,0.31464,0.360004,0.578961,0.690094,0.735034,?,0.806125,?,?,?,0,0,0,0,?,0,0,0,0,0,0,?,0,0,0,?,0,0,0,?,0,0,0,0,?,0.076923,0,?,0,0.076923,0,0,0,0,0,0,0,?,0,0,0,0,0,0,0,0,?,0,0,0,?,0,0,0,?,0,?,0.153846,0,?,0,0,?,0,0,0,0.076923,0.230769,0,?,?,0,0,?,0,0,0,0,?,0.153846,0,?,?,0,?,0,0,0,0,0,0,0,?,?,0,0,?,0,?,16.384615,20.617394,?,71.863118,?,1761.80218,1,1,?,?,0,0,0,0,0,0,0,0,0,1,1,?,0,0,0,0,0
0.0066,0.035984,0.089956,0.123214,?,0.177068,0.165507,?,0.161744,?,0.161606,0.159523,0.171042,0.217206,0.254929,0.307129,?,?,0.151817,0.105817,0.062566,0.001245,?,0.000972,0.003037,?,0.004311,0.004704,?,0.003847,0.00294,?,0.00203,0.00195,0.002063,0.002207,0.00242,?,?,0.001428,0.000625,0.000475,0.000174,0,2.730222,1.200452,?,0.45245,0.147914,0.098964,0.180887,0.147795,?,?,0.24031,?,0.231615,0.254354,0.110081,0.180601,?,?,?,2.802068,0.809193,5.09487,?,4.566011,3.364355,?,2.746402,2.571556,2.737411,2.829328,2.848288,2.749362,2.784634,2.967851,3.023387,2.78308,3.116627,2.862474,2.718738,2.879006,?,26.463677,4.950136,34.468915,0.001201,0.02991,0.086446,0.1186,?,0.175567,0.163699,?,0.158933,0.16082,?,0.155171,0.168719,0.218355,?,0.305794,?,0.243493,0.149537,?,0.061391,0.001066,0.001066,0.001066,?,0.001066,0.01812,0.011467,?,0.013136,?,0.050279,0.047948,?,0.044846,0.103833,0.110139,0.159339,?,?,0.089121,0.053616,?,0.065695,0.173344,0.289461,0.316656,?,0.394157,0.345201,0.377216,0.371104,0.313792,0.294097,0.30998,0.330618,?,0.456699,0.457795,0.444129,0.36283,0.245175,0.324134,0.132222,0.008237,0,?,0,?,0,0,0,0,0,0,0,0,0,?,0,0,?,0,0,0,0,?,0,0,0,?,?,0,0,?,0,0,?,0,0,0,?,0,0,?,0,0,?,0,0,0,0,0,?,0,?,0,0,0,0,0,0,?,0,0,?,0,0,0,0,0,0,?,?,0,0,?,0,0,0,0,0,0,?,0,?,?,0,?,0,?,0,0,?,0,?,0,?,0,0,?,0,0,0,0,0,?,0,0,0,0,1,0,0,0,0,0,?,?,0,0,?,0,0,0,0,0,0,0,0,0
0.006894,0.017722,0.048062,0.065802,0.103443,?,0.084931,0.088666,0.075676,0.074408,?,0.083202,0.08882,0.125175,0.16558,?,0.217109,0.153888,0.099709,0.07491,0.045928,0.001095,0.000125,0.000368,0.001433,?,?,0.001869,0.001417,?,?,0.000855,0.000764,?,0.000837,0.001438,?,0.005301,?,0.000806,0.000297,?,?,0,?,1.940733,?,?,0.427881,0.54261,0.562841,0.220261,0.373672,?,?,0.269491,?,1.299517,?,?,4.465809,?,?,0.385417,?,9.488668,12.1429,8.053261,3.560428,3.373218,2.757622,3.204345,3.157909,2.863728,2.914897,3.324727,2.85463,?,?,7.347669,7.595621,?,33.773087,4.157075,?,3.876121,3.338308,102.450668,0.001066,0.011446,0.03949,?,0.100346,0.085402,0.080219,?,0.072565,?,0.072144,0.080682,?,0.122277,?,0.19939,0.208089,0.151559,0.09915,?,0.045078,0.001066,0.001066,?,0.001066,0.001066,?,?,0.00756,0.005231,0.001675,?,?,0.008097,0.01585,?,0.057233,0.085324,?,?,?,0.037642,0.020159,0.071445,0.130466,0.201809,0.214062,0.24718,0.250311,0.224551,0.212248,0.177765,0.180319,0.162207,0.171259,?,0.349594,0.418328,0.793377,0.865903,0.292006,0.152185,0.138638,0.081117,0.003657,?,?,0,0,?,?,0,0,?,0,0.5,?,?,?,0,?,?,0,?,0,?,?,?,0,0,?,0,?,0,0,0,0,?,?,?,?,0,?,0,?,0,0,?,0,0,0,0,0,0,0,?,0,0,0,?,?,0,?,?,0,0,0,?,0,?,0,0,0,?,?,0,0,0,0,0,?,?,0,?,0,0.5,0,0,?,0,0,?,0,0,0,0,0,0,?,0,0,0,0,2,24,2.828427,?,1.414214,?,113.137085,1,?,?,?,?,0,0,0,?,0,0,0,?,?,0,?,0,0,0,0,0
0.031046,0.127675,0.221428,0.272707,0.358743,?,0.316029,0.330656,?,?,0.300054,?,0.295422,0.367728,0.398225,0.457381,0.429034,?,?,0.131256,0.075369,0.001508,?,0.005276,0.008511,0.010244,0.010371,?,0.008407,0.006876,0.006512,0.005826,0.004873,0.004481,?,0.004384,0.004423,0.004448,?,0.002198,?,0.000557,0.000285,?,1.224318,?,?,0.148515,?,0.149003,?,?,0.169662,0.081705,0.024519,?,?,0.055414,0.088581,0.458559,0.075794,0.410188,?,4.28133,3.654231,?,?,3.150829,2.823826,2.882696,2.885681,2.882631,?,2.751568,2.901789,2.908186,2.931707,?,3.010782,2.755549,2.809064,5.36384,3.402511,?,55.503622,54.236954,37.661956,234.218752,0.021741,0.119091,0.222019,?,0.359656,0.340859,0.305528,0.328788,0.306107,?,0.30205,0.30379,?,0.366969,0.397631,0.457166,0.429161,0.32766,0.211852,0.129632,0.073141,?,0.001066,?,0.012478,0.012112,?,0.098056,?,?,?,0.100108,?,0.134509,0.129887,0.168332,?,?,?,0.199703,?,0.080598,?,0.150651,?,0.523644,?,?,0.638407,0.72678,0.562174,0.537388,0.564018,0.535794,0.510762,0.496142,0.549345,?,0.837248,?,0.582291,?,0.433243,0.267324,0.061196,0,0,?,0,0,0,0,?,0,0,0,0,?,0,0,0,?,0,0,0,0,?,?,0,0,0,0,0,0,?,0,0,0,0,0,0,?,0,?,?,?,0,0,0,?,?,0,0,0,0,?,?,0,0,0,?,0,0,0,0,0,0,0,0,?,0,0,0,0,0,0,?,0,?,0,0,0,0,?,?,0,?,0,?,0,0,0,0,?,0,?,0,0,0,0,0,0,0,0,?,0,?,0,0,?,0,?,0,0,0,?,0,?,?,?,0,?,0,0,0,0,0,?,0,?,?
0.064721,?,?,0.274662,0.34698,0.334063,?,0.324666,0.29707,0.292258,0.287987,?,0.286109,0.354479,0.389812,0.444778,?,0.312861,0.197836,0.122053,0.069657,0.001287,0.002601,?,0.014081,0.00886,0.009464,0.008694,?,0.007977,0.006727,?,0.004376,0.004248,0.004151,0.004636,?,0.004037,0.002778,0.001979,?,0.00034,0.000187,?,1.149027,0.804863,0.263848,?,?,?,0.186449,?,-0.001017,0.152622,0.056275,?,?,0.098126,0.159985,0.091783,?,?,0.156178,?,0.960749,7.56338,4.673001,3.497255,?,2.555319,?,?,2.755753,2.702179,2.590874,2.957325,?,2.923708,3.007211,2.945332,?,?,?,?,2.582255,?,6.214702,71.904655,?,?,0.298728,0.277536,?,0.335323,?,?,?,0.290941,?,0.28782,0.287669,0.349797,0.386639,0.446074,0.409645,0.31239,0.196216,?,0.06888,0.001066,?,0.006638,0.01944,0.036992,?,?,0.094167,0.08357,0.091666,?,0.091853,0.117317,0.126003,?,0.212486,0.226164,0.241354,0.188814,0.107335,0.063253,0.034231,0.307524,?,0.669738,0.508279,0.657855,?,0.582661,0.574822,0.521341,?,?,0.491472,0.514585,0.552427,0.609325,?,0.551147,0.475947,0.28418,0.17119,0.139313,0.01396,0,0,0,0,?,0,0,0,0,0,0,0,?,0,0,0,0,?,0,0,0,0,0,?,0,0,0,0,0,0,?,0,?,0,0,?,0,?,?,0,?,0,?,0,0,?,?,0,0,?,0,0,0,?,0,?,0,0,0,0,0,?,0,0,?,0,0,0,0,0,0,0,?,0,0,0,0,?,?,?,0,0,0,?,0,?,?,0,0,0,0,0,?,0,0,?,0,?,0,0,0,0,0,0,0,0,1,0,?,0,?,0,0,?,?,0,0,0,?,0,0,0,0,?,?,0
0.215982,?,0.447598,0.508866,?,0.62409,?,?,0.570253,0.551693,?,0.537641,0.542076,0.635504,0.694963,?,0.735304,0.661413,0.491461,0.344811,?,?,?,0.018379,0.020838,?,0.019203,?,0.020254,0.015758,?,?,?,0.009016,0.010009,0.008265,?,0.00964,0.00678,0.005376,0.003364,0.002698,?,0.000128,0.768,0.492186,0.252663,0.203672,-0.099969,0.060711,0.064941,0.065738,0.137372,0.175774,0.099165,0.056924,0.268036,0.141121,0.155444,?,0.384051,?,0.3282,2.94796,?,2.15375,?,3.1929,?,2.829128,2.748808,2.56895,2.840698,?,3.337277,?,3.621711,2.949094,3.136762,2.964923,3.233662,?,4.245762,3.972262,?,22.606681,?,11.174212,0.192782,0.320576,0.443126,0.50463,?,0.617625,0.602545,0.61166,0.566666,0.556396,?,?,?,?,0.689391,0.763516,0.733112,0.662218,0.489257,0.338782,?,0.011663,?,?,?,?,0.223346,?,0.195421,?,?,0.243144,0.271574,0.240679,0.292528,?,0.349485,0.487691,?,?,0.314003,?,?,0.64364,0.734857,0.875025,?,1.02497,1.042886,1.061909,0.981574,1.054174,1.098833,?,?,0.923837,?,1.009974,?,1.144495,0.999272,0.782881,0.811031,0.608264,?,0,0,0,0,?,0,0,?,?,0,0,0,0,0,?,0,0,0,0,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,0,0,?,0,?,0,?,0,0,0,0,0,0,0,0,0,0,0,?,0,?,0,?,?,0,0,?,?,0,0,?,0,0,0,0,0,?,0,0,0,0,0,0,0,0,0,?,0,?,0,0,0,0,0,?,0,0,?,?,0,0,0,1,?,0,0,0,0,0,0,0,0,0,0,0,?,0,0,?,0,0,0
?,?,?,?,0.187503,0.18427,?,0.187022,0.166068,?,0.163897,0.164006,0.174152,?,0.28629,0.380895,?,0.35499,0.214231,?,0.056285,0.001203,?,0.000693,?,0.0046,0.00458,0.004143,?,?,0.002893,0.002559,?,?,?,0.007622,?,0.0287,0.033654,0.043472,0.025806,0.004251,0.000527,0.000001,2.30964,1.574942,0.616031,?,0.043402,0.132436,0.362499,0.051242,0.160968,0.312181,0.286242,0.329191,1.402449,2.262287,2.039391,1.782573,2.098138,1.773118,2.30786,?,2.769896,?,?,?,2.83407,2.536365,2.619532,2.709178,2.873205,2.938883,2.591457,3.034837,3.002469,?,7.315734,10.337395,8.471251,?,8.68376,5.553068,7.945418,?,12.576231,101.086407,?,?,0.07141,0.127205,0.187405,0.18382,0.174091,0.187933,?,?,0.161085,?,0.167257,?,?,?,0.319605,0.266105,0.149226,?,0.051929,0.001066,0.001066,0.001066,?,?,?,0.020654,?,0.011419,0.035085,0.035178,0.030181,?,?,0.070878,0.125078,?,0.172907,?,?,0.050308,?,?,?,0.242302,0.327913,?,0.360697,0.388281,?,0.320835,0.346387,0.307428,0.342643,0.471846,0.719993,0.796474,1.148977,1.412201,1.163982,0.954544,?,0.1849,0.012164,0,0,0,0,?,?,?,0,0,0,0,0,?,0,?,0,0,0,0,0,0,0,?,0,?,0,0,?,0,0,0,0,?,?,0.055556,0,?,0,0.222222,0,0,?,?,0,0,0,0,?,0,0,0,0,?,?,0,0,0.055556,?,?,0,0,0,?,0,0,?,?,0,0.055556,0.055556,0,0,0,0,?,0,?,?,?,?,?,0,0,0,0,0,0,?,0.055556,0,?,0,?,?,?,?,?,0,18,37.5,?,55.777778,175.525244,3159,?,?,1,0,0,?,0,0,?,0,0,?,?,0,0,0,0,0,?,0,1,0
0.002824,0.013739,?,0.055102,0.088408,0.08083,0.075293,?,0.060981,0.05732,?,0.061736,?,?,0.117953,?,0.164124,0.13185,?,0.062911,0.038886,0.001084,0.00003,0.000275,?,0.001483,?,0.001522,0.001488,?,0.000835,0.000603,?,?,0.000537,0.000606,0.000962,0.001037,0.000947,?,0.000233,0.000139,0.000074,0,5.143361,?,1.336728,0.783036,0.63143,?,0.54606,?,0.438413,0.35732,0.603754,0.41509,?,0.022474,?,0.169821,0.270816,?,0.080485,0.216166,0.277292,13.202912,35.689861,9.364201,5.053363,3.257098,3.532023,?,2.956164,?,2.867225,2.74205,?,3.250809,?,?,3.42873,2.436761,3.38033,2.716856,3.079928,3.025068,2.728913,183.335805,0.001066,?,0.022346,0.048553,?,?,0.072813,0.070493,?,0.055109,0.056174,0.060979,0.066189,0.090909,?,0.153979,?,0.13234,?,?,0.038599,0.001066,?,0.001066,0.001066,0.001066,?,0.002504,0.001066,0.001066,0.002659,0.004674,0.005328,0.011698,0.013331,?,?,?,?,?,0.04184,0.030713,?,?,0.106643,0.171312,0.196626,0.283637,?,?,0.17514,?,?,0.155836,?,?,?,?,?,?,0.201962,0.139983,0.103932,0.067717,0.004156,0,?,0,0,0,?,?,?,?,0,0,?,0,0,0,?,?,?,0,?,0,0,0,0,0,?,0,0,0,0,0,?,?,0,0,0,0,0,?,?,?,0,?,0,0,0,0,?,0,0,0,?,0,0,0,?,0,0,0,?,?,0,0,?,0,0,?,0,0,0,0,0,0,0,0,?,?,0,0,?,0,0,0,?,0,?,0,0,0,0,0,0,?,0,?,0,?,0,?,0,0,?,0,?,0,?,?,?,0,0,0,0,?,0,0,?,?,0,0,0,0,0,?,0,?,0
?,0.014086,?,0.056806,0.089844,?,0.075988,?,?,0.060117,0.061959,0.065288,0.071548,?,?,0.160394,?,?,?,0.063781,?,0.001094,?,0.000281,?,0.001565,0.002129,0.001846,0.001487,0.001117,0.000882,?,0.000574,0.000565,?,0.000622,?,?,0.001025,0.000541,?,0.00014,?,?,3.6157,1.896196,1.379092,0.79094,0.437444,0.454821,0.728383,?,0.483247,0.559023,0.478347,0.325686,0.105716,?,0.215112,0.207443,0.267998,0.259741,?,0.022683,?,9.853772,20.103591,6.805883,4.838561,3.282317,?,?,3.507417,3.497893,2.746872,3.072769,3.030445,2.813158,2.880028,?,3.207651,2.832355,2.938404,3.67971,?,2.932058,2.980185,116.364703,?,0.007588,0.020276,0.050107,0.087326,?,?,0.080104,?,?,?,0.064869,?,?,0.122557,0.159008,0.165512,?,0.08684,0.063776,0.039954,0.001066,0.001066,0.001066,0.001066,0.001066,0.002769,0.003605,0.005659,0.001357,?,0.009433,0.008463,0.01073,0.010487,0.031956,0.035629,0.071739,0.083168,0.060467,0.04601,?,?,0.060106,0.095115,0.155955,0.204314,0.226814,0.225977,0.217986,?,0.159778,0.15114,0.14121,?,?,0.17618,?,0.269936,0.262535,?,0.135323,?,?,0.00409,0,0,?,0,0,0,0,?,?,0,?,0,0,0,0,0,0,?,0,0,?,0,?,0,?,0,?,0,?,?,0,?,?,0,?,0,0,?,?,0,0,0,0,0,0,0,0,0,?,0,0,0,0,0,0,?,0,0,0,0,?,0,0,?,?,?,?,0,?,0,0,0,0,0,?,?,0,0,0,?,0,0,0,0,0,0,0,0,0,?,?,?,0,?,0,0,?,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,?,0,0,?,0,0,0,?,0,0,0
?,0.17487,0.384994,?,0.513286,?,0.433888,0.417215,0.392357,0.420835,0.436432,0.48488,0.454874,0.514206,0.495805,0.554014,?,0.467485,?,0.176878,0.089476,0.002009,0.005589,0.006635,0.015315,?,0.015749,0.014013,0.012454,0.010384,0.009121,0.008477,0.007124,?,0.008841,?,?,0.005662,0.004827,0.00306,?,?,0.000212,?,1.092795,0.309992,0.100343,0.099322,-0.14725,0.166063,?,?,?,0.076271,?,0.115647,0.02814,?,-0.039538,?,0.009382,?,0.051539,0.395432,?,4.62305,4.33515,2.633006,?,2.937323,2.612411,?,?,2.716985,2.830992,2.896909,2.840462,3.011605,2.773589,2.860049,2.973813,3.318009,2.770114,3.032379,3.009306,?,?,33.807943,0.085003,0.171286,0.385432,0.478152,0.516956,0.47161,0.434387,0.416619,?,?,0.434839,0.483261,0.457985,0.510044,?,?,0.563505,0.466372,0.310011,0.175578,0.088508,?,0.001066,0.008283,0.053666,?,0.089193,0.197872,?,0.158264,?,0.143661,?,?,0.221529,0.265649,0.281611,?,0.386289,?,0.178373,0.11939,0.051034,?,0.417031,0.758542,?,?,0.82383,0.733616,0.702491,0.655682,0.673199,?,0.785293,0.748533,?,0.699503,0.83899,0.748842,?,0.428538,0.278487,?,0.021866,0,0,?,?,?,0,0,?,?,?,?,0,0,?,0,0,0,0,0,0,0,?,0,0,0,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,0,?,0,?,0,0,0,0,?,0,0,0,0,?,?,0,?,0,?,0,?,0,0,0,0,0,0,0,?,0,0,?,0,?,?,0,0,?,0,?,?,0,?,0,?,0,0,0,0,?,?,0,?,0,0,0,0,0,?,?,?,0,0,0,?,2,?,0,?,0,0,0,0,0,0,0,?,?,0,0,0,0,0,0,0
